chain,chunk,first_sample,samples,nominal_ns,written_ns,retries
0,556,569344,1024,92454218847395,92454218848369,0
0,557,570368,1024,92454219192641,92454219193640,0
0,558,571392,1024,92454219537887,92454219538633,0
0,559,572416,1024,92454219883133,92454219883815,0
0,560,573440,1024,92454220228378,92454220229296,0
0,561,574464,1024,92454220573624,92454220574508,0
0,562,575488,1024,92454220918870,92454220919819,0
0,563,576512,1024,92454221264116,92454221264811,0
0,564,577536,1024,92454221609362,92454221609973,0
0,565,578560,1024,92454221954607,92454221955395,0
0,566,579584,1024,92454222299853,92454222300516,0
0,567,580608,1024,92454222645099,92454222645748,0
0,568,581632,1024,92454222990345,92454222990989,0
0,569,582656,1024,92454223335590,92454223336311,0
0,570,583680,1024,92454223680836,92454223681563,0
0,571,584704,1024,92454224026082,92454224026845,0
0,572,585728,1024,92454224371328,92454224372096,0
0,573,586752,1024,92454224716574,92454224717288,0
0,574,587776,1024,92454225061819,92454225062579,0
0,575,588800,1024,92454225407065,92454225407711,0
0,576,589824,1024,92454225752311,92454225753063,0
