chain,chunk,first_sample,samples,nominal_ns,written_ns,retries
0,0,0,1024,92075783591277,92075783593104,0
0,1,1024,1024,92075783935612,92075783936286,0
0,2,2048,1024,92075784279947,92075784280867,0
0,3,3072,1024,92075784624281,92075784624939,0
0,4,4096,1024,92075784968616,92075784969540,0
0,5,5120,1024,92075785312951,92075785313682,0
0,6,6144,1024,92075785657285,92075785657933,0
0,7,7168,1024,92075786001620,92075786007506,0
0,8,8192,1024,92075786345955,92075786346628,0
0,9,9216,1024,92075786690289,92075786693179,0
0,10,10240,1024,92075787034624,92075787035271,0
0,11,11264,1024,92075787378959,92075787379572,0
0,12,12288,1024,92075787723293,92075787723894,0
0,13,13312,1024,92075788067628,92075788068235,0
0,14,14336,1024,92075788411963,92075788412637,0
0,15,15360,1024,92075788756297,92075788756898,0
0,16,16384,1024,92075789100632,92075789101030,0
0,17,17408,1024,92075789444967,92075789445351,0
0,18,18432,1024,92075789789301,92075789789683,0
0,19,19456,1024,92075790133636,92075790134085,0
0,20,20480,1024,92075790477971,92075790478337,0
0,21,21504,1024,92075790822305,92075790822679,0
0,22,22528,1024,92075791166640,92075791167090,0
0,23,23552,1024,92075791510975,92075791511412,0
0,24,24576,1024,92075791855309,92075791855743,0
0,25,25600,1024,92075792199644,92075792200175,0
0,26,26624,1024,92075792543979,92075792544346,0
0,27,27648,1024,92075792888313,92075792888698,0
0,28,28672,1024,92075793232648,92075793233110,0
0,29,29696,1024,92075793576983,92075793577371,0
0,30,30720,1024,92075793921317,92075793921803,0
0,31,31744,1024,92075794265652,92075794266374,0
0,32,32768,1024,92075794609987,92075794610387,0
0,33,33792,1024,92075794954321,92075794954698,0
0,34,34816,1024,92075795298656,92075795299010,0
0,35,35840,1024,92075795642991,92075795643381,0
0,36,36864,1024,92075795987325,92075795987793,0
0,37,37888,1024,92075796331660,92075796332134,0
0,38,38912,1024,92075796675995,92075796676436,0
0,39,39936,1024,92075797020329,92075797020798,0
0,40,40960,1024,92075797364664,92075797365219,0
0,41,41984,1024,92075797708999,92075797709391,0
0,42,43008,1024,92075798053333,92075798053702,0
0,43,44032,1024,92075798397668,92075798398145,0
0,44,45056,1024,92075798742003,92075798742466,0
0,45,46080,1024,92075799086337,92075799086718,0
0,46,47104,1024,92075799430672,92075799431049,0
0,47,48128,1024,92075799775007,92075799775431,0
0,48,49152,1024,92075800119341,92075800119893,0
0,49,50176,1024,92075800463676,92075800464114,0
0,50,51200,1024,92075800808011,92075800808546,0
0,51,52224,1024,92075801152345,92075801152827,0
0,52,53248,1024,92075801496680,92075801497059,0
0,53,54272,1024,92075801841015,92075801841480,0
0,54,55296,1024,92075802185349,92075802186263,0
0,55,56320,1024,92075802529684,92075802530264,0
0,56,57344,1024,92075802874019,92075802874486,0
0,57,58368,1024,92075803218353,92075803218747,0
0,58,59392,1024,92075803562688,92075803563079,0
0,59,60416,1024,92075803907023,92075803907861,0
0,60,61440,1024,92075804251357,92075804252042,0
0,61,62464,1024,92075804595692,92075804596254,0
0,62,63488,1024,92075804940027,92075804940625,0
0,63,64512,1024,92075805284361,92075805284747,0
0,64,65536,1024,92075805628696,92075805629238,0
0,65,66560,1024,92075805973031,92075805973720,0
0,66,67584,1024,92075806317365,92075806317751,0
0,67,68608,1024,92075806661700,92075806662094,0
0,68,69632,1024,92075807006035,92075807007665,0
0,69,70656,1024,92075807350369,92075807350787,0
0,70,71680,1024,92075807694704,92075807695179,0
0,71,72704,1024,92075808039039,92075808039450,0
0,72,73728,1024,92075808383373,92075808383952,0
0,73,74752,1024,92075808727708,92075808728143,0
0,74,75776,1024,92075809072043,92075809072755,0
0,75,76800,1024,92075809416377,92075809416826,0
0,76,77824,1024,92075809760712,92075809761138,0
0,77,78848,1024,92075810105047,92075810105539,0
0,78,79872,1024,92075810449381,92075810449862,0
0,79,80896,1024,92075810793716,92075810794204,0
0,80,81920,1024,92075811138051,92075811138735,0
0,81,82944,1024,92075811482385,92075811483057,0
0,82,83968,1024,92075811826720,92075811827298,0
0,83,84992,1024,92075812171055,92075812171620,0
