chain,chunk,first_sample,samples,nominal_ns,written_ns,retries
0,0,0,1024,92542285182924,92542285184629,0
0,1,1024,1024,92542285540693,92542285541511,0
0,2,2048,1024,92542285898461,92542285899213,0
0,3,3072,1024,92542286256230,92542286256925,0
0,4,4096,1024,92542286613998,92542286614666,0
0,5,5120,1024,92542286971767,92542286972518,0
0,6,6144,1024,92542287329535,92542287330211,0
0,7,7168,1024,92542287687304,92542287689153,0
0,8,8192,1024,92542288045072,92542288045825,0
0,9,9216,1024,92542288402841,92542288403477,0
0,10,10240,1024,92542288760609,92542288761349,0
0,11,11264,1024,92542289118378,92542289119122,0
0,12,12288,1024,92542289476146,92542289476884,0
0,13,13312,1024,92542289833915,92542289834586,0
0,14,14336,1024,92542290191683,92542290192327,0
0,15,15360,1024,92542290549452,92542290550159,0
0,16,16384,1024,92542290907220,92542290907561,0
0,17,17408,1024,92542291264989,92542291265444,0
0,18,18432,1024,92542291622757,92542291623156,0
0,19,19456,1024,92542291980526,92542291980988,0
0,20,20480,1024,92542292338294,92542292338680,0
0,21,21504,1024,92542292696063,92542292696592,0
0,22,22528,1024,92542293053831,92542293054315,0
0,23,23552,1024,92542293411600,92542293411977,0
0,24,24576,1024,92542293769368,92542293769779,0
0,25,25600,1024,92542294127137,92542294127560,0
0,26,26624,1024,92542294484905,92542294485362,0
0,27,27648,1024,92542294842674,92542294843065,0
0,28,28672,1024,92542295200442,92542295200827,0
0,29,29696,1024,92542295558211,92542295558619,0
0,30,30720,1024,92542295915979,92542295916391,0
0,31,31744,1024,92542296273748,92542296274153,0
0,32,32768,1024,92542296631516,92542296632095,0
0,33,33792,1024,92542296989285,92542296989798,0
0,34,34816,1024,92542297347053,92542297347950,0
0,35,35840,1024,92542297704822,92542297705262,0
0,36,36864,1024,92542298062590,92542298062993,0
0,37,37888,1024,92542298420359,92542298420825,0
0,38,38912,1024,92542298778127,92542298778648,0
0,39,39936,1024,92542299135896,92542299136300,0
0,40,40960,1024,92542299493664,92542299494112,0
0,41,41984,1024,92542299851433,92542299851864,0
0,42,43008,1024,92542300209201,92542300209756,0
0,43,44032,1024,92542300566970,92542300567398,0
0,44,45056,1024,92542300924738,92542300925271,0
0,45,46080,1024,92542301282507,92542301282973,0
0,46,47104,1024,92542301640275,92542301640665,0
0,47,48128,1024,92542301998044,92542301998456,0
0,48,49152,1024,92542302355812,92542302356178,0
0,49,50176,1024,92542302713581,92542302713961,0
0,50,51200,1024,92542303071349,92542303071843,0
0,51,52224,1024,92542303429118,92542303429515,0
0,52,53248,1024,92542303786886,92542303787397,0
0,53,54272,1024,92542304144655,92542304145099,0
0,54,55296,1024,92542304502423,92542304502882,0
0,55,56320,1024,92542304860192,92542304860634,0
0,56,57344,1024,92542305217960,92542305218546,0
0,57,58368,1024,92542305575729,92542305576158,0
0,58,59392,1024,92542305933497,92542305934079,0
0,59,60416,1024,92542306291266,92542306291841,0
0,60,61440,1024,92542306649034,92542306649584,0
0,61,62464,1024,92542307006803,92542307011266,0
0,62,63488,1024,92542307364571,92542307364968,0
0,63,64512,1024,92542307722340,92542307723190,0
0,64,65536,1024,92542308080108,92542308080602,0
0,65,66560,1024,92542308437877,92542308438284,0
0,66,67584,1024,92542308795645,92542308796177,0
0,67,68608,1024,92542309153414,92542309153819,0
0,68,69632,1024,92542309511182,92542309511821,0
0,69,70656,1024,92542309868951,92542309869612,0
0,70,71680,1024,92542310226719,92542310227364,0
0,71,72704,1024,92542310584488,92542310584957,0
0,72,73728,1024,92542310942256,92542310942719,0
0,73,74752,1024,92542311300025,92542311300561,0
0,74,75776,1024,92542311657793,92542311658313,0
0,75,76800,1024,92542312015562,92542312016085,0
0,76,77824,1024,92542312373330,92542312373778,0
0,77,78848,1024,92542312731099,92542312731480,0
0,78,79872,1024,92542313088867,92542313089542,0
0,79,80896,1024,92542313446636,92542313447004,0
0,80,81920,1024,92542313804404,92542313804905,0
0,81,82944,1024,92542314162173,92542314162637,0
0,82,83968,1024,92542314519941,92542314520500,0
0,83,84992,1024,92542314877710,92542314878632,0
0,84,86016,1024,92542315235478,92542315235954,0
0,85,87040,1024,92542315593247,92542315593796,0
0,86,88064,1024,92542315951015,92542315951488,0
0,87,89088,1024,92542316308784,92542316309311,0
0,88,90112,1024,92542316666552,92542316667033,0
0,89,91136,1024,92542317024321,92542317024905,0
0,90,92160,1024,92542317382089,92542317382627,0
0,91,93184,1024,92542317739858,92542317740518,0
0,92,94208,1024,92542318097626,92542318098520,0
0,93,95232,1024,92542318455395,92542318455863,0
0,94,96256,1024,92542318813163,92542318813675,0
0,95,97280,1024,92542319170932,92542319171357,0
0,96,98304,1024,92542319528700,92542319529209,0
0,97,99328,1024,92542319886469,92542319886851,0
0,98,100352,1024,92542320244237,92542320244744,0
0,99,101376,1024,92542320602006,92542320602606,0
0,100,102400,1024,92542320959774,92542320960238,0
