chain,seq,length,t_first_ns,t_last_ns,t_decode_ns,lat_first_us,lat_last_us,decoded,correct
0,0,300,91592787157985,91592787350591,91592788480459,1322.474,1129.868,1,1
0,1,300,91592787350591,91592787678873,91592789462823,2112.232,1783.950,1,1
0,2,300,91592787678873,91592788490030,91592790513889,2835.016,2023.859,1,1
0,3,300,91592788490030,91592788714488,91592791479582,2989.552,2765.094,1,1
0,4,300,91592788714488,91592789471783,91592792534468,3819.980,3062.685,1,1
0,5,300,91592789471783,91592789765183,91592793537632,4065.849,3772.449,1,1
0,6,300,91592789765183,91592790156426,91592794576317,4811.134,4419.891,1,1
0,7,300,91592790521779,91592790734197,91592795536479,5014.700,4802.282,1,1
0,8,300,91592790734197,91592791200292,91592796568414,5834.217,5368.122,1,1
0,9,300,91592791200292,91592791787212,91592797531897,6331.605,5744.685,1,1
0,10,300,91592791787212,91592792189456,91592798599113,6811.901,6409.657,1,1
0,11,300,91592792189456,91592792582799,91592799557516,7368.060,6974.717,1,1
0,12,300,91592792795136,91592793262362,91592800588681,7793.545,7326.319,1,1
0,13,300,91592793262362,91592793545111,91592801553284,8290.922,8008.173,1,1
0,14,300,91592793830782,91592794224185,91592802588288,8757.506,8364.103,1,1
0,15,300,91592794224185,91592794583837,91592803580902,9356.717,8997.065,1,1
0,16,300,91592794583837,91592795258190,91592804595946,10012.109,9337.756,1,1
0,17,300,91592795258190,91592795544200,91592805547639,10289.449,10003.439,1,1
0,18,300,91592795544200,91592795831489,91592806545843,11001.643,10714.354,1,1
0,19,300,91592796224242,91592796576235,91592807483594,11259.352,10907.359,1,1
0,20,300,91592796576235,91592796783242,91592808437047,11860.812,11653.805,1,1
0,21,300,91592797254467,91592797539548,91592809339818,12085.351,11800.270,1,1
0,22,300,91592797539548,91592797853898,91592810140825,12601.277,12286.927,1,1
0,23,300,91592797853898,91592798606174,91592810918691,13064.793,12312.517,1,1
0,24,300,91592798606174,91592798813111,91592811708638,13102.464,12895.527,1,1
0,25,300,91592798813111,91592799284236,91592812527226,13714.115,13242.990,1,1
0,26,300,91592799565106,91592799850105,91592813397845,13832.739,13547.740,1,1
0,27,300,91592799850105,91592800237079,91592814201833,14351.728,13964.754,1,1
0,28,300,91592800237079,91592800817018,91592814992340,14755.261,14175.322,1,1
0,29,300,91592800817018,91592801285945,91592815791917,14974.899,14505.972,1,1
0,30,300,91592801285945,91592801844983,91592816574953,15289.008,14729.970,1,1
0,31,300,91592801844983,91592802240477,91592817367930,15522.947,15127.453,1,1
0,32,300,91592802240477,91592802595489,91592818165577,15925.100,15570.088,1,1
0,33,300,91592802804706,91592803305493,91592818925893,16121.187,15620.400,1,1
0,34,300,91592803305493,91592803588913,91592819706700,16401.207,16117.787,1,1
0,35,300,91592803588913,91592804261365,91592820481086,16892.173,16219.721,1,1
0,36,300,91592804261365,91592804603227,91592821253042,16991.677,16649.815,1,1
0,37,300,91592804603227,91592804806093,91592822057119,17453.892,17251.026,1,1
