chain,chunk,first_sample,samples,nominal_ns,written_ns,retries
0,0,0,1024,92162526127044,92162526128466,0
0,1,1024,1024,92162526611909,92162526612802,0
0,2,2048,1024,92162527096775,92162527097899,0
0,3,3072,1024,92162527581640,92162527582405,0
0,4,4096,1024,92162528066506,92162528067422,0
0,5,5120,1024,92162528551371,92162528552227,0
0,6,6144,1024,92162529036237,92162529037054,0
0,7,7168,1024,92162529521102,92162529521980,0
0,8,8192,1024,92162530005968,92162530009047,0
0,9,9216,1024,92162530490833,92162530491544,0
0,10,10240,1024,92162530975699,92162530976550,0
0,11,11264,1024,92162531460564,92162531461346,0
0,12,12288,1024,92162531945430,92162531946532,0
0,13,13312,1024,92162532430295,92162532431099,0
0,14,14336,1024,92162532915161,92162532916005,0
0,15,15360,1024,92162533400026,92162533400722,0
0,16,16384,1024,92162533884892,92162533885328,0
0,17,17408,1024,92162534369757,92162534370204,0
0,18,18432,1024,92162534854622,92162534855051,0
0,19,19456,1024,92162535339488,92162535340047,0
0,20,20480,1024,92162535824353,92162535824774,0
0,21,21504,1024,92162536309219,92162536309660,0
0,22,22528,1024,92162536794084,92162536794517,0
0,23,23552,1024,92162537278950,92162537279392,0
0,24,24576,1024,92162537763815,92162537764329,0
0,25,25600,1024,92162538248681,92162538249275,0
0,26,26624,1024,92162538733546,92162538733952,0
0,27,27648,1024,92162539218412,92162539218818,0
0,28,28672,1024,92162539703277,92162539703765,0
0,29,29696,1024,92162540188143,92162540188611,0
0,30,30720,1024,92162540673008,92162540673447,0
0,31,31744,1024,92162541157874,92162541158264,0
0,32,32768,1024,92162541642739,92162541643130,0
0,33,33792,1024,92162542127605,92162542128017,0
0,34,34816,1024,92162542612470,92162542612953,0
0,35,35840,1024,92162543097336,92162543098039,0
0,36,36864,1024,92162543582201,92162543582895,0
0,37,37888,1024,92162544067066,92162544067522,0
0,38,38912,1024,92162544551932,92162544552519,0
0,39,39936,1024,92162545036797,92162545037295,0
0,40,40960,1024,92162545521663,92162545522262,0
0,41,41984,1024,92162546006528,92162546007617,0
0,42,43008,1024,92162546491394,92162546491884,0
0,43,44032,1024,92162546976259,92162546976830,0
0,44,45056,1024,92162547461125,92162547461627,0
0,45,46080,1024,92162547945990,92162547946413,0
0,46,47104,1024,92162548430856,92162548431320,0
0,47,48128,1024,92162548915721,92162548916175,0
0,48,49152,1024,92162549400587,92162549401142,0
0,49,50176,1024,92162549885452,92162549886019,0
0,50,51200,1024,92162550370318,92162550370775,0
0,51,52224,1024,92162550855183,92162550855772,0
0,52,53248,1024,92162551340049,92162551340558,0
0,53,54272,1024,92162551824914,92162551825594,0
0,54,55296,1024,92162552309780,92162552310340,0
0,55,56320,1024,92162552794645,92162552795087,0
0,56,57344,1024,92162553279510,92162553280224,0
0,57,58368,1024,92162553764376,92162553764840,0
0,58,59392,1024,92162554249241,92162554249747,0
0,59,60416,1024,92162554734107,92162554734873,0
0,60,61440,1024,92162555218972,92162555219519,0
0,61,62464,1024,92162555703838,92162555704305,0
0,62,63488,1024,92162556188703,92162556189262,0
0,63,64512,1024,92162556673569,92162556674148,0
0,64,65536,1024,92162557158434,92162557159095,0
0,65,66560,1024,92162557643300,92162557643851,0
0,66,67584,1024,92162558128165,92162558128847,0
0,67,68608,1024,92162558613031,92162558613464,0
0,68,69632,1024,92162559097896,92162559098400,0
0,69,70656,1024,92162559582762,92162559583557,0
0,70,71680,1024,92162560067627,92162560068143,0
0,71,72704,1024,92162560552493,92162560553180,0
0,72,73728,1024,92162561037358,92162561038085,0
0,73,74752,1024,92162561522224,92162561523052,0
0,74,75776,1024,92162562007089,92162562007718,0
0,75,76800,1024,92162562491954,92162562492545,0
0,76,77824,1024,92162562976820,92162562977311,0
0,77,78848,1024,92162563461685,92162563462358,0
0,78,79872,1024,92162563946551,92162563947144,0
0,79,80896,1024,92162564431416,92162564432030,0
0,80,81920,1024,92162564916282,92162564917387,0
0,81,82944,1024,92162565401147,92162565401723,0
0,82,83968,1024,92162565886013,92162565886610,0
0,83,84992,1024,92162566370878,92162566371446,0
0,84,86016,1024,92162566855744,92162566856532,0
0,85,87040,1024,92162567340609,92162567341318,0
0,86,88064,1024,92162567825475,92162567826055,0
0,87,89088,1024,92162568310340,92162568310962,0
0,88,90112,1024,92162568795206,92162568795788,0
0,89,91136,1024,92162569280071,92162569280795,0
0,90,92160,1024,92162569764937,92162569765570,0
0,91,93184,1024,92162570249802,92162570250537,0
0,92,94208,1024,92162570734668,92162570735473,0
0,93,95232,1024,92162571219533,92162571221730,0
0,94,96256,1024,92162571704398,92162571705096,0
0,95,97280,1024,92162572189264,92162572190303,0
0,96,98304,1024,92162572674129,92162572675019,0
0,97,99328,1024,92162573158995,92162573159885,0
0,98,100352,1024,92162573643860,92162573644782,0
0,99,101376,1024,92162574128726,92162574129628,0
0,100,102400,1024,92162574613591,92162574614515,0
0,101,103424,1024,92162575098457,92162575099381,0
0,102,104448,1024,92162575583322,92162575584207,0
0,103,105472,1024,92162576068188,92162576069173,0
0,104,106496,1024,92162576553053,92162576553910,0
0,105,107520,1024,92162577037919,92162577038797,0
0,106,108544,1024,92162577522784,92162577523883,0
0,107,109568,1024,92162578007650,92162578012409,0
0,108,110592,1024,92162578492515,92162578493455,0
0,109,111616,1024,92162578977381,92162578978472,0
0,110,112640,1024,92162579462246,92162579463278,0
0,111,113664,1024,92162579947112,92162579948005,0
0,112,114688,1024,92162580431977,92162580432851,0
0,113,115712,1024,92162580916842,92162580917848,0
0,114,116736,1024,92162581401708,92162581402523,0
0,115,117760,1024,92162581886573,92162581887450,0
0,116,118784,1024,92162582371439,92162582372357,0
0,117,119808,1024,92162582856304,92162582857273,0
0,118,120832,1024,92162583341170,92162583342000,0
0,119,121856,1024,92162583826035,92162583827126,0
0,120,122880,1024,92162584310901,92162584311922,0
0,121,123904,1024,92162584795766,92162584796578,0
0,122,124928,1024,92162585280632,92162585281505,0
0,123,125952,1024,92162585765497,92162585766401,0
0,124,126976,1024,92162586250363,92162586251248,0
0,125,128000,1024,92162586735228,92162586735945,0
0,126,129024,1024,92162587220094,92162587220751,0
0,127,130048,1024,92162587704959,92162587706027,0
0,128,131072,1024,92162588189825,92162588190633,0
0,129,132096,1024,92162588674690,92162588675400,0
0,130,133120,1024,92162589159556,92162589160396,0
0,131,134144,1024,92162589644421,92162589645213,0
0,132,135168,1024,92162590129286,92162590130249,0
0,133,136192,1024,92162590614152,92162590615005,0
0,134,137216,1024,92162591099017,92162591099821,0
0,135,138240,1024,92162591583883,92162591584638,0
0,136,139264,1024,92162592068748,92162592069585,0
0,137,140288,1024,92162592553614,92162592554321,0
0,138,141312,1024,92162593038479,92162593039338,0
0,139,142336,1024,92162593523345,92162593526233,0
0,140,143360,1024,92162594008210,92162594009920,0
0,141,144384,1024,92162594493076,92162594493736,0
0,142,145408,1024,92162594977941,92162594978563,0
0,143,146432,1024,92162595462807,92162595463369,0
0,144,147456,1024,92162595947672,92162595948306,0
0,145,148480,1024,92162596432538,92162596433382,0
0,146,149504,1024,92162596917403,92162596918268,0
0,147,150528,1024,92162597402269,92162597402945,0
0,148,151552,1024,92162597887134,92162597887881,0
0,149,152576,1024,92162598372000,92162598374138,0
0,150,153600,1024,92162598856865,92162598857594,0
0,151,154624,1024,92162599341730,92162599342600,0
0,152,155648,1024,92162599826596,92162599827336,0
0,153,156672,1024,92162600311461,92162600312363,0
0,154,157696,1024,92162600796327,92162600797120,0
0,155,158720,1024,92162601281192,92162601281906,0
0,156,159744,1024,92162601766058,92162601766713,0
0,157,160768,1024,92162602250923,92162602251688,0
0,158,161792,1024,92162602735789,92162602736675,0
0,159,162816,1024,92162603220654,92162603221411,0
0,160,163840,1024,92162603705520,92162603706308,0
0,161,164864,1024,92162604190385,92162604191064,0
0,162,165888,1024,92162604675251,92162604675971,0
0,163,166912,1024,92162605160116,92162605160866,0
0,164,167936,1024,92162605644982,92162605645603,0
0,165,168960,1024,92162606129847,92162606130600,0
0,166,169984,1024,92162606614713,92162606615866,0
0,167,171008,1024,92162607099578,92162607100263,0
0,168,172032,1024,92162607584444,92162607585179,0
0,169,173056,1024,92162608069309,92162608070015,0
0,170,174080,1024,92162608554174,92162608554931,0
