N,policy,threads,receivers,rate,traced,repeats,saturated,x,batch_n,batch_mean_us,batch_std_us,batch_min_us,batch_max_us,frame_n,frame_mean_us,frame_std_us,frame_min_us,frame_max_us,edf_miss_ratio,lost_records
4096,edf,2,3,2500000.0,True,3,False,0.5856102059500001,73242,629.4095738237622,253.47271204263848,234.22,2995.657,77202,1252.3334870081085,500.33500940085446,476.497,6040.884,0.0,110609172
4096,edf,1,1,5000000.0,True,3,False,0.6431551081,73242,340.2999087408864,115.12212043560271,181.884,730.352,51468,442.6955837413538,196.42445460424227,206.697,1228.021,0.0,106480282
4096,edf,6,2,10000000.0,True,3,False,0.7243880943666553,172235,549.2865378581589,237.28157542908713,239.912,3862.144,205866,885.5511726802873,495.9581018633888,337.001,12520.823,0.0001993414163333796,817024223
4096,edf,6,3,10000000.0,True,2,True,0.9669970505250001,242480,8049968.360358483,736357.4115530862,6668993.876,9399474.777,178496,21926.86845901309,1333.941366940483,8827.748,41565.554,0.0012735205280232688,310772314
4096,edf,1,1,10000000.0,True,3,True,0.9697745229,146484,4554715.574750779,1748967.2242337782,1447239.745,7692633.379,79042,8634.286985185092,424.3265088812984,6876.253,10224.906,8.166240589482226e-06,0
4096,edf,1,1,20000000.0,True,3,True,0.9703120215666666,292968,24117077.292729255,9289564.481738614,7978363.614,40313652.138,78937,8595.727259992145,448.7486671902356,6907.663,10605.509,0.09043072540897173,0
4096,edf,2,1,10000000.0,True,3,False,0.9714131102369211,97061,739066.0582696551,444306.35857266583,114910.724,1416769.336,100910,37364.17300524229,825.2432147538414,34743.195,49166.603,2.3556818684253825e-05,450335921
4096,edf,1,3,2500000.0,True,3,False,0.9719165942333335,109863,41724.73993795,34980.35696462803,556.214,126545.09,77157,5584.536127052633,1804.786988269396,617.381,12789.362,0.0,0
4096,rm,2,1,2500000.0,True,3,False,0.2502311108280392,5391,209.5914522352068,22.64709527267667,180.659,1241.874,25734,594.2026510064505,424.61145781506974,348.262,2236.675,,3498829790
4096,rm,6,3,2500000.0,True,3,False,0.2776057453017263,16207,363.3830080829271,137.83034677810605,187.532,3233.962,77202,699.2842027279086,443.65024179813656,223.817,5105.142,,10258869843
4096,rm,1,1,2500000.0,True,3,False,0.3210288880299003,7248,374.4275903697571,119.9376789500836,210.581,1753.231,25734,554.1100562291132,409.33772502806613,249.368,2098.671,,1346509082
4096,rm,2,1,5000000.0,True,3,False,0.494930004345636,13555,204.79952010328293,15.185283070936297,177.028,975.946,51468,524.5474339201057,203.35718495726397,341.561,1486.0,,2855013594
4096,rm,6,3,5000000.0,True,3,False,0.5587741200767451,41376,380.78430382347256,209.84221299329545,190.765,9265.388,154404,650.2564279681874,263.6748373615521,221.877,9504.31,,8259371831
4096,rm,1,1,5000000.0,True,3,False,0.6428946609221822,28259,373.9884899677979,119.30054785642234,208.336,984.459,51468,484.2550225188467,196.4847154443179,244.309,1260.291,,671991790
4096,rm,2,3,2500000.0,True,3,False,0.752912469826937,36810,699.2071066558,306.9600426450986,236.288,2522.927,77202,1211.9871474055078,1455.6789673728135,325.7,36512.985,,1830389574
4096,rm,6,2,10000000.0,True,3,False,0.7639501531842342,80912,506.2051654142772,259.8608248739216,245.269,8423.087,205866,776.1016602450138,481.97555685124723,319.841,20835.734,,6934964336
4096,rm,1,3,2500000.0,True,3,True,0.8661575467850016,16398,5787774.975491828,8189872.337878455,398.265,18367277.765,57461,24905.03688907259,69930.36497213885,450.925,928581.515,,545609690
4096,rm,1,1,20000000.0,True,3,True,0.8898375468833333,,,,,,71892,18882.816678100487,477.2758409040655,17380.527,21427.903,,266106601
4096,rm,1,1,10000000.0,True,3,True,0.8902566130333334,,,,,,72252,18788.846885940875,487.96652325795384,17313.835,21724.495,,266121315
4096,rm,2,1,10000000.0,True,3,False,0.9641671507358712,59347,431336.17669867055,329128.49616173346,92318.0,1148111.702,101141,13511.823476779942,346.4647674195391,12251.653,18097.802,,1659804277
4096,rm,6,3,10000000.0,True,3,True,0.9663753000406253,,,,,,254871,7940.313081233251,15533.9227948265,342.352,281454.783,,6631816514
4096,rr,2,1,2500000.0,True,3,False,0.2508317633883094,5551,208.04254999099263,34.56114790380676,179.506,1872.436,25734,590.476833216756,424.4910475735441,341.461,2266.277,,3440783923
4096,rr,6,3,2500000.0,True,3,False,0.2818028116627391,16719,381.45730426460915,109.53871833653638,192.858,2342.772,77202,651.7564615294941,438.99349073347054,226.979,8739.396,,9963213244
4096,rr,1,1,2500000.0,True,4,False,0.32672795462630067,9862,337.3997947677956,119.9786722295018,181.085,1220.436,34312,510.110530164374,409.41980402103184,204.667,2022.848,,1765032963
4096,rr,2,1,5000000.0,True,3,False,0.497566627729187,13920,203.3982101293103,15.138448416958243,173.541,1006.976,51468,520.8275265796224,202.94932722444875,338.371,1348.316,,2775173942
4096,rr,6,3,5000000.0,True,3,False,0.5580883235789657,43704,437.1107234806882,137.1960892385325,190.806,2892.332,154404,653.661095839486,521.9310125224458,231.408,16961.594,,7983328379
4096,rr,1,1,5000000.0,True,3,False,0.6433281861529787,29011,331.0118725655786,122.26776725027486,177.217,1435.636,51468,437.717505809435,196.64478428298162,201.216,1221.421,,654863389
4096,rr,6,2,10000000.0,True,3,False,0.7435271035177178,83499,634.0433092013078,886.6487466142522,230.889,14805.341,205866,812.9052837428229,633.1589235483066,314.961,11357.874,,6804049526
4096,rr,2,3,2500000.0,True,3,False,0.7598253335777692,37977,539.9996657187245,179.48030632931943,201.328,2127.284,77202,1099.8026518743038,468.0424051980198,453.906,3191.948,,1763730089
4096,rr,1,3,2500000.0,True,3,False,0.9585648190833335,109863,154619.41334201687,118832.76856578929,186.666,417167.022,76062,65111.51507313771,23359.769043734028,231.848,80705.307,,0
4096,rr,1,1,20000000.0,True,3,True,0.9744827819499999,292968,24157232.44658413,9245698.18848788,8043061.501,40304268.27,78664,24957.40776988203,593.9106928401116,23355.529,27571.5,,0
4096,rr,1,1,10000000.0,True,3,True,0.9745274477666666,146484,4587266.915686424,1773513.5810114783,1446273.121,7841480.234,78724,24938.54783250343,615.1147798178887,23271.376,28231.474,,0
4096,rr,2,1,10000000.0,True,3,False,0.984279264269171,65204,28496.94048875836,14518.777591277789,354.562,48343.484,102950,13381.874336338029,6798.686634239081,579.829,23696.371,,1558153796
4096,rr,6,3,10000000.0,True,3,True,0.9850704277720489,,,,,,271320,21256.834821896657,2055.6661369244484,7865.155,27833.32,,5930629030
