tag,dir,N,workers,receivers,rate,policy,traced,rep,target,kind,rc,analysis_rc,wall_s
rate_sweep_N1024_t1_r1_rate20000000_rr_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rr_trace_rep0,1024,1,1,20000000,rr,True,0,,rate_sweep,0,0,103.3
rate_sweep_N1024_t1_r1_rate20000000_edf_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_edf_trace_rep0,1024,1,1,20000000,edf,True,0,,rate_sweep,0,0,105.1
rate_sweep_N1024_t1_r1_rate20000000_rm_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rm_trace_rep0,1024,1,1,20000000,rm,True,0,,rate_sweep,0,0,131.1
rate_sweep_N2048_t1_r1_rate10000000_rr_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate10000000_rr_trace_rep0,2048,1,1,10000000,rr,True,0,,rate_sweep,0,0,97.8
rate_sweep_N2048_t1_r1_rate10000000_edf_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate10000000_edf_trace_rep0,2048,1,1,10000000,edf,True,0,,rate_sweep,0,0,97.8
rate_sweep_N2048_t1_r1_rate10000000_rm_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate10000000_rm_trace_rep0,2048,1,1,10000000,rm,True,0,,rate_sweep,0,0,116.2
rate_sweep_N2048_t1_r1_rate20000000_rr_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rr_trace_rep0,2048,1,1,20000000,rr,True,0,,rate_sweep,0,0,97.9
rate_sweep_N2048_t1_r1_rate20000000_edf_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_edf_trace_rep0,2048,1,1,20000000,edf,True,0,,rate_sweep,0,0,97.0
rate_sweep_N2048_t1_r1_rate20000000_rm_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rm_trace_rep0,2048,1,1,20000000,rm,True,0,,rate_sweep,0,0,118.2
rate_sweep_N4096_t1_r1_rate10000000_rr_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate10000000_rr_trace_rep0,4096,1,1,10000000,rr,True,0,,rate_sweep,0,0,95.3
rate_sweep_N4096_t1_r1_rate10000000_edf_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate10000000_edf_trace_rep0,4096,1,1,10000000,edf,True,0,,rate_sweep,0,0,93.2
rate_sweep_N4096_t1_r1_rate10000000_rm_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate10000000_rm_trace_rep0,4096,1,1,10000000,rm,True,0,,rate_sweep,0,0,107.5
rate_sweep_N4096_t1_r1_rate20000000_rr_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rr_trace_rep0,4096,1,1,20000000,rr,True,0,,rate_sweep,0,0,96.4
rate_sweep_N4096_t1_r1_rate20000000_edf_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_edf_trace_rep0,4096,1,1,20000000,edf,True,0,,rate_sweep,0,0,94.3
rate_sweep_N4096_t1_r1_rate20000000_rm_trace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rm_trace_rep0,4096,1,1,20000000,rm,True,0,,rate_sweep,0,0,107.6
rate_sweep_N1024_t1_r1_rate20000000_rr_notrace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rr_notrace_rep0,1024,1,1,20000000,rr,False,0,,rate_sweep,0,0,79.1
rate_sweep_N1024_t1_r1_rate20000000_edf_notrace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_edf_notrace_rep0,1024,1,1,20000000,edf,False,0,,rate_sweep,0,0,81.1
rate_sweep_N1024_t1_r1_rate20000000_rm_notrace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rm_notrace_rep0,1024,1,1,20000000,rm,False,0,,rate_sweep,0,0,88.2
rate_sweep_N2048_t1_r1_rate20000000_rr_notrace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rr_notrace_rep0,2048,1,1,20000000,rr,False,0,,rate_sweep,0,0,77.1
rate_sweep_N2048_t1_r1_rate20000000_edf_notrace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_edf_notrace_rep0,2048,1,1,20000000,edf,False,0,,rate_sweep,0,0,78.5
rate_sweep_N2048_t1_r1_rate20000000_rm_notrace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rm_notrace_rep0,2048,1,1,20000000,rm,False,0,,rate_sweep,0,0,82.3
rate_sweep_N4096_t1_r1_rate20000000_rr_notrace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rr_notrace_rep0,4096,1,1,20000000,rr,False,0,,rate_sweep,0,0,76.8
rate_sweep_N4096_t1_r1_rate20000000_edf_notrace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_edf_notrace_rep0,4096,1,1,20000000,edf,False,0,,rate_sweep,0,0,77.6
rate_sweep_N4096_t1_r1_rate20000000_rm_notrace_rep0,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rm_notrace_rep0,4096,1,1,20000000,rm,False,0,,rate_sweep,0,0,79.5
target_N1024_t1_r1_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate2500000_rr_trace_rep1,1024,1,1,2500000,rr,True,1,"0.3,0.5",target,0,0,86.7
target_N1024_t1_r1_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate2500000_edf_trace_rep1,1024,1,1,2500000,edf,True,1,"0.3,0.5",target,0,0,77.2
target_N1024_t1_r1_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate2500000_rm_trace_rep1,1024,1,1,2500000,rm,True,1,"0.3,0.5",target,0,0,86.1
target_N1024_t1_r1_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate5000000_rr_trace_rep1,1024,1,1,5000000,rr,True,1,0.7,target,0,0,86.7
target_N1024_t1_r1_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate5000000_edf_trace_rep1,1024,1,1,5000000,edf,True,1,0.7,target,0,0,79.2
target_N1024_t1_r1_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate5000000_rm_trace_rep1,1024,1,1,5000000,rm,True,1,0.7,target,0,0,83.7
target_N1024_t1_r3_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r3_rate2500000_rr_trace_rep1,1024,1,3,2500000,rr,True,1,"0.85,0.95",target,0,0,93.3
target_N1024_t1_r3_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r3_rate2500000_edf_trace_rep1,1024,1,3,2500000,edf,True,1,"0.85,0.95",target,0,0,90.3
target_N1024_t1_r3_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r3_rate2500000_rm_trace_rep1,1024,1,3,2500000,rm,True,1,"0.85,0.95",target,0,0,141.9
target_N1024_t2_r1_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate2500000_rr_trace_rep1,1024,2,1,2500000,rr,True,1,0.3,target,0,0,109.1
target_N1024_t2_r1_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate2500000_edf_trace_rep1,1024,2,1,2500000,edf,True,1,0.3,target,0,0,80.2
target_N1024_t2_r1_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate2500000_rm_trace_rep1,1024,2,1,2500000,rm,True,1,0.3,target,0,0,108.3
target_N1024_t2_r1_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate5000000_rr_trace_rep1,1024,2,1,5000000,rr,True,1,0.5,target,0,0,106.3
target_N1024_t2_r1_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate5000000_edf_trace_rep1,1024,2,1,5000000,edf,True,1,0.5,target,0,0,82.7
target_N1024_t2_r1_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate5000000_rm_trace_rep1,1024,2,1,5000000,rm,True,1,0.5,target,0,0,105.8
target_N1024_t2_r3_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r3_rate2500000_rr_trace_rep1,1024,2,3,2500000,rr,True,1,"0.7,0.85",target,0,0,129.7
target_N1024_t2_r3_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r3_rate2500000_edf_trace_rep1,1024,2,3,2500000,edf,True,1,"0.7,0.85",target,0,0,103.7
target_N1024_t2_r3_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r3_rate2500000_rm_trace_rep1,1024,2,3,2500000,rm,True,1,"0.7,0.85",target,0,0,124.5
target_N1024_t2_r4_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r4_rate2500000_rr_trace_rep1,1024,2,4,2500000,rr,True,1,0.95,target,0,0,134.0
target_N1024_t2_r4_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r4_rate2500000_edf_trace_rep1,1024,2,4,2500000,edf,True,1,0.95,target,0,0,121.7
target_N1024_t2_r4_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r4_rate2500000_rm_trace_rep1,1024,2,4,2500000,rm,True,1,0.95,target,0,0,157.2
target_N1024_t6_r3_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate2500000_rr_trace_rep1,1024,6,3,2500000,rr,True,1,0.3,target,0,0,314.8
target_N1024_t6_r3_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate2500000_edf_trace_rep1,1024,6,3,2500000,edf,True,1,0.3,target,0,0,114.8
target_N1024_t6_r3_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate2500000_rm_trace_rep1,1024,6,3,2500000,rm,True,1,0.3,target,0,0,290.6
target_N1024_t6_r3_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate5000000_rr_trace_rep1,1024,6,3,5000000,rr,True,1,0.5,target,0,0,274.5
target_N1024_t6_r3_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate5000000_edf_trace_rep1,1024,6,3,5000000,edf,True,1,0.5,target,0,0,130.7
target_N1024_t6_r3_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate5000000_rm_trace_rep1,1024,6,3,5000000,rm,True,1,0.5,target,0,0,270.2
target_N1024_t6_r2_rate10000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r2_rate10000000_rr_trace_rep1,1024,6,2,10000000,rr,True,1,"0.7,0.85,0.95",target,0,0,226.7
target_N1024_t6_r2_rate10000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r2_rate10000000_edf_trace_rep1,1024,6,2,10000000,edf,True,1,"0.7,0.85,0.95",target,0,0,131.8
target_N1024_t6_r2_rate10000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r2_rate10000000_rm_trace_rep1,1024,6,2,10000000,rm,True,1,"0.7,0.85,0.95",target,0,0,240.3
target_N2048_t1_r1_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate2500000_rr_trace_rep1,2048,1,1,2500000,rr,True,1,0.3,target,0,0,86.8
target_N2048_t1_r1_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate2500000_edf_trace_rep1,2048,1,1,2500000,edf,True,1,0.3,target,0,0,76.4
target_N2048_t1_r1_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate2500000_rm_trace_rep1,2048,1,1,2500000,rm,True,1,0.3,target,0,0,86.4
target_N2048_t1_r2_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r2_rate2500000_rr_trace_rep1,2048,1,2,2500000,rr,True,1,0.5,target,0,0,96.6
target_N2048_t1_r2_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r2_rate2500000_edf_trace_rep1,2048,1,2,2500000,edf,True,1,0.5,target,0,0,81.0
target_N2048_t1_r2_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r2_rate2500000_rm_trace_rep1,2048,1,2,2500000,rm,True,1,0.5,target,0,0,90.2
target_N2048_t1_r1_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate5000000_rr_trace_rep1,2048,1,1,5000000,rr,True,1,0.7,target,0,0,86.8
target_N2048_t1_r1_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate5000000_edf_trace_rep1,2048,1,1,5000000,edf,True,1,0.7,target,0,0,76.8
target_N2048_t1_r1_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate5000000_rm_trace_rep1,2048,1,1,5000000,rm,True,1,0.7,target,0,0,85.3
target_N2048_t1_r3_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r3_rate2500000_rr_trace_rep1,2048,1,3,2500000,rr,True,1,"0.85,0.95",target,0,0,85.5
target_N2048_t1_r3_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r3_rate2500000_edf_trace_rep1,2048,1,3,2500000,edf,True,1,"0.85,0.95",target,0,0,81.9
target_N2048_t1_r3_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r3_rate2500000_rm_trace_rep1,2048,1,3,2500000,rm,True,1,"0.85,0.95",target,0,0,123.2
target_N2048_t2_r1_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r1_rate2500000_rr_trace_rep1,2048,2,1,2500000,rr,True,1,0.3,target,0,0,107.5
target_N2048_t2_r1_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r1_rate2500000_edf_trace_rep1,2048,2,1,2500000,edf,True,1,0.3,target,0,0,79.3
target_N2048_t2_r1_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r1_rate2500000_rm_trace_rep1,2048,2,1,2500000,rm,True,1,0.3,target,0,0,107.4
target_N2048_t2_r2_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate2500000_rr_trace_rep1,2048,2,2,2500000,rr,True,1,0.5,target,0,0,121.7
target_N2048_t2_r2_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate2500000_edf_trace_rep1,2048,2,2,2500000,edf,True,1,0.5,target,0,0,89.5
target_N2048_t2_r2_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate2500000_rm_trace_rep1,2048,2,2,2500000,rm,True,1,0.5,target,0,0,119.9
target_N2048_t2_r3_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r3_rate2500000_rr_trace_rep1,2048,2,3,2500000,rr,True,1,"0.7,0.85",target,0,0,131.7
target_N2048_t2_r3_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r3_rate2500000_edf_trace_rep1,2048,2,3,2500000,edf,True,1,"0.7,0.85",target,0,0,96.1
target_N2048_t2_r3_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r3_rate2500000_rm_trace_rep1,2048,2,3,2500000,rm,True,1,"0.7,0.85",target,0,0,125.8
target_N2048_t2_r2_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate5000000_rr_trace_rep1,2048,2,2,5000000,rr,True,1,0.95,target,0,0,106.7
target_N2048_t2_r2_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate5000000_edf_trace_rep1,2048,2,2,5000000,edf,True,1,0.95,target,0,0,102.6
target_N2048_t2_r2_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate5000000_rm_trace_rep1,2048,2,2,5000000,rm,True,1,0.95,target,0,0,117.7
target_N2048_t6_r3_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate2500000_rr_trace_rep1,2048,6,3,2500000,rr,True,1,0.3,target,0,0,304.1
target_N2048_t6_r3_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate2500000_edf_trace_rep1,2048,6,3,2500000,edf,True,1,0.3,target,0,0,109.6
target_N2048_t6_r3_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate2500000_rm_trace_rep1,2048,6,3,2500000,rm,True,1,0.3,target,0,0,293.4
target_N2048_t6_r3_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate5000000_rr_trace_rep1,2048,6,3,5000000,rr,True,1,0.5,target,0,0,272.7
target_N2048_t6_r3_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate5000000_edf_trace_rep1,2048,6,3,5000000,edf,True,1,0.5,target,0,0,119.0
target_N2048_t6_r3_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate5000000_rm_trace_rep1,2048,6,3,5000000,rm,True,1,0.5,target,0,0,267.6
target_N2048_t6_r2_rate10000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r2_rate10000000_rr_trace_rep1,2048,6,2,10000000,rr,True,1,0.7,target,0,0,225.9
target_N2048_t6_r2_rate10000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r2_rate10000000_edf_trace_rep1,2048,6,2,10000000,edf,True,1,0.7,target,0,0,118.0
target_N2048_t6_r2_rate10000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r2_rate10000000_rm_trace_rep1,2048,6,2,10000000,rm,True,1,0.7,target,0,0,220.1
target_N2048_t6_r4_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r4_rate5000000_rr_trace_rep1,2048,6,4,5000000,rr,True,1,0.85,target,0,0,294.8
target_N2048_t6_r4_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r4_rate5000000_edf_trace_rep1,2048,6,4,5000000,edf,True,1,0.85,target,0,0,144.4
target_N2048_t6_r4_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r4_rate5000000_rm_trace_rep1,2048,6,4,5000000,rm,True,1,0.85,target,0,0,285.8
target_N2048_t6_r3_rate10000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate10000000_rr_trace_rep1,2048,6,3,10000000,rr,True,1,0.95,target,0,0,244.0
target_N2048_t6_r3_rate10000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate10000000_edf_trace_rep1,2048,6,3,10000000,edf,True,1,0.95,target,0,0,154.6
target_N2048_t6_r3_rate10000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate10000000_rm_trace_rep1,2048,6,3,10000000,rm,True,1,0.95,target,0,0,248.9
target_N4096_t1_r1_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate2500000_rr_trace_rep1,4096,1,1,2500000,rr,True,1,0.3,target,0,0,86.9
target_N4096_t1_r1_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate2500000_edf_trace_rep1,4096,1,1,2500000,edf,True,1,0.3,target,0,0,76.2
target_N4096_t1_r1_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate2500000_rm_trace_rep1,4096,1,1,2500000,rm,True,1,0.3,target,0,0,86.5
target_N4096_t1_r1_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate5000000_rr_trace_rep1,4096,1,1,5000000,rr,True,1,"0.5,0.7",target,0,0,86.8
target_N4096_t1_r1_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate5000000_edf_trace_rep1,4096,1,1,5000000,edf,True,1,"0.5,0.7",target,0,0,75.3
target_N4096_t1_r1_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r1_rate5000000_rm_trace_rep1,4096,1,1,5000000,rm,True,1,"0.5,0.7",target,0,0,86.0
target_N4096_t1_r3_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r3_rate2500000_rr_trace_rep1,4096,1,3,2500000,rr,True,1,"0.85,0.95",target,0,0,79.0
target_N4096_t1_r3_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r3_rate2500000_edf_trace_rep1,4096,1,3,2500000,edf,True,1,"0.85,0.95",target,0,0,74.2
target_N4096_t1_r3_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t1_r3_rate2500000_rm_trace_rep1,4096,1,3,2500000,rm,True,1,"0.85,0.95",target,0,0,113.5
target_N4096_t2_r1_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate2500000_rr_trace_rep1,4096,2,1,2500000,rr,True,1,0.3,target,0,0,107.7
target_N4096_t2_r1_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate2500000_edf_trace_rep1,4096,2,1,2500000,edf,True,1,0.3,target,0,0,78.8
target_N4096_t2_r1_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate2500000_rm_trace_rep1,4096,2,1,2500000,rm,True,1,0.3,target,0,0,107.3
target_N4096_t2_r1_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate5000000_rr_trace_rep1,4096,2,1,5000000,rr,True,1,0.5,target,0,0,105.8
target_N4096_t2_r1_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate5000000_edf_trace_rep1,4096,2,1,5000000,edf,True,1,0.5,target,0,0,79.9
