tag,dir,N,workers,receivers,rate,policy,traced,rep,target,kind,rc,analysis_rc,wall_s
target_N4096_t2_r1_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate5000000_rm_trace_rep1,4096,2,1,5000000,rm,True,1,0.5,target,0,0,105.8
target_N4096_t2_r3_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r3_rate2500000_rr_trace_rep1,4096,2,3,2500000,rr,True,1,"0.7,0.85",target,0,0,132.3
target_N4096_t2_r3_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r3_rate2500000_edf_trace_rep1,4096,2,3,2500000,edf,True,1,"0.7,0.85",target,0,0,92.0
target_N4096_t2_r3_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r3_rate2500000_rm_trace_rep1,4096,2,3,2500000,rm,True,1,"0.7,0.85",target,0,0,128.0
target_N4096_t2_r1_rate10000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate10000000_rr_trace_rep1,4096,2,1,10000000,rr,True,1,0.95,target,0,0,93.0
target_N4096_t2_r1_rate10000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate10000000_edf_trace_rep1,4096,2,1,10000000,edf,True,1,0.95,target,0,0,88.0
target_N4096_t2_r1_rate10000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t2_r1_rate10000000_rm_trace_rep1,4096,2,1,10000000,rm,True,1,0.95,target,0,0,101.4
target_N4096_t6_r3_rate2500000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate2500000_rr_trace_rep1,4096,6,3,2500000,rr,True,1,0.3,target,0,0,306.5
target_N4096_t6_r3_rate2500000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate2500000_edf_trace_rep1,4096,6,3,2500000,edf,True,1,0.3,target,0,0,106.1
target_N4096_t6_r3_rate2500000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate2500000_rm_trace_rep1,4096,6,3,2500000,rm,True,1,0.3,target,0,0,291.4
target_N4096_t6_r3_rate5000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate5000000_rr_trace_rep1,4096,6,3,5000000,rr,True,1,0.5,target,0,0,273.6
target_N4096_t6_r3_rate5000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate5000000_edf_trace_rep1,4096,6,3,5000000,edf,True,1,0.5,target,0,0,112.7
target_N4096_t6_r3_rate5000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate5000000_rm_trace_rep1,4096,6,3,5000000,rm,True,1,0.5,target,0,0,273.3
target_N4096_t6_r2_rate10000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r2_rate10000000_rr_trace_rep1,4096,6,2,10000000,rr,True,1,"0.7,0.85",target,0,0,224.4
target_N4096_t6_r2_rate10000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r2_rate10000000_edf_trace_rep1,4096,6,2,10000000,edf,True,1,"0.7,0.85",target,0,0,109.5
target_N4096_t6_r2_rate10000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r2_rate10000000_rm_trace_rep1,4096,6,2,10000000,rm,True,1,"0.7,0.85",target,0,0,220.8
target_N4096_t6_r3_rate10000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate10000000_rr_trace_rep1,4096,6,3,10000000,rr,True,1,0.95,target,0,0,240.0
target_N4096_t6_r3_rate10000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate10000000_edf_trace_rep1,4096,6,3,10000000,edf,True,1,0.95,target,0,0,136.6
target_N4096_t6_r3_rate10000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N4096_t6_r3_rate10000000_rm_trace_rep1,4096,6,3,10000000,rm,True,1,0.95,target,0,0,244.2
rate_sweep_N1024_t1_r1_rate10000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate10000000_rr_trace_rep1,1024,1,1,10000000,rr,True,1,,rate_sweep,0,0,103.3
rate_sweep_N1024_t1_r1_rate10000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate10000000_edf_trace_rep1,1024,1,1,10000000,edf,True,1,,rate_sweep,0,0,103.0
rate_sweep_N1024_t1_r1_rate10000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate10000000_rm_trace_rep1,1024,1,1,10000000,rm,True,1,,rate_sweep,0,0,129.7
rate_sweep_N1024_t1_r1_rate20000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rr_trace_rep1,1024,1,1,20000000,rr,True,1,,rate_sweep,0,0,101.3
rate_sweep_N1024_t1_r1_rate20000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_edf_trace_rep1,1024,1,1,20000000,edf,True,1,,rate_sweep,0,0,103.6
rate_sweep_N1024_t1_r1_rate20000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rm_trace_rep1,1024,1,1,20000000,rm,True,1,,rate_sweep,0,0,130.1
rate_sweep_N2048_t1_r1_rate10000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate10000000_rr_trace_rep1,2048,1,1,10000000,rr,True,1,,rate_sweep,0,0,97.4
rate_sweep_N2048_t1_r1_rate10000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate10000000_edf_trace_rep1,2048,1,1,10000000,edf,True,1,,rate_sweep,0,0,97.1
rate_sweep_N2048_t1_r1_rate10000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate10000000_rm_trace_rep1,2048,1,1,10000000,rm,True,1,,rate_sweep,0,0,115.4
rate_sweep_N2048_t1_r1_rate20000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rr_trace_rep1,2048,1,1,20000000,rr,True,1,,rate_sweep,0,0,97.3
rate_sweep_N2048_t1_r1_rate20000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_edf_trace_rep1,2048,1,1,20000000,edf,True,1,,rate_sweep,0,0,96.0
rate_sweep_N2048_t1_r1_rate20000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rm_trace_rep1,2048,1,1,20000000,rm,True,1,,rate_sweep,0,0,115.0
rate_sweep_N4096_t1_r1_rate10000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate10000000_rr_trace_rep1,4096,1,1,10000000,rr,True,1,,rate_sweep,0,0,95.0
rate_sweep_N4096_t1_r1_rate10000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate10000000_edf_trace_rep1,4096,1,1,10000000,edf,True,1,,rate_sweep,0,0,93.4
rate_sweep_N4096_t1_r1_rate10000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate10000000_rm_trace_rep1,4096,1,1,10000000,rm,True,1,,rate_sweep,0,0,107.6
rate_sweep_N4096_t1_r1_rate20000000_rr_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rr_trace_rep1,4096,1,1,20000000,rr,True,1,,rate_sweep,0,0,95.7
rate_sweep_N4096_t1_r1_rate20000000_edf_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_edf_trace_rep1,4096,1,1,20000000,edf,True,1,,rate_sweep,0,0,94.0
rate_sweep_N4096_t1_r1_rate20000000_rm_trace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rm_trace_rep1,4096,1,1,20000000,rm,True,1,,rate_sweep,0,0,107.8
rate_sweep_N1024_t1_r1_rate20000000_rr_notrace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rr_notrace_rep1,1024,1,1,20000000,rr,False,1,,rate_sweep,0,0,79.0
rate_sweep_N1024_t1_r1_rate20000000_edf_notrace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_edf_notrace_rep1,1024,1,1,20000000,edf,False,1,,rate_sweep,0,0,81.1
rate_sweep_N1024_t1_r1_rate20000000_rm_notrace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N1024_t1_r1_rate20000000_rm_notrace_rep1,1024,1,1,20000000,rm,False,1,,rate_sweep,0,0,87.7
rate_sweep_N2048_t1_r1_rate20000000_rr_notrace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rr_notrace_rep1,2048,1,1,20000000,rr,False,1,,rate_sweep,0,0,77.3
rate_sweep_N2048_t1_r1_rate20000000_edf_notrace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_edf_notrace_rep1,2048,1,1,20000000,edf,False,1,,rate_sweep,0,0,78.4
rate_sweep_N2048_t1_r1_rate20000000_rm_notrace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N2048_t1_r1_rate20000000_rm_notrace_rep1,2048,1,1,20000000,rm,False,1,,rate_sweep,0,0,81.9
rate_sweep_N4096_t1_r1_rate20000000_rr_notrace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rr_notrace_rep1,4096,1,1,20000000,rr,False,1,,rate_sweep,0,0,76.9
rate_sweep_N4096_t1_r1_rate20000000_edf_notrace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_edf_notrace_rep1,4096,1,1,20000000,edf,False,1,,rate_sweep,0,0,77.2
rate_sweep_N4096_t1_r1_rate20000000_rm_notrace_rep1,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/rate_sweep_N4096_t1_r1_rate20000000_rm_notrace_rep1,4096,1,1,20000000,rm,False,1,,rate_sweep,0,0,79.7
target_N1024_t1_r1_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate2500000_rr_trace_rep2,1024,1,1,2500000,rr,True,2,"0.3,0.5",target,0,0,86.7
target_N1024_t1_r1_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate2500000_edf_trace_rep2,1024,1,1,2500000,edf,True,2,"0.3,0.5",target,0,0,77.2
target_N1024_t1_r1_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate2500000_rm_trace_rep2,1024,1,1,2500000,rm,True,2,"0.3,0.5",target,0,0,86.2
target_N1024_t1_r1_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate5000000_rr_trace_rep2,1024,1,1,5000000,rr,True,2,0.7,target,0,0,86.7
target_N1024_t1_r1_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate5000000_edf_trace_rep2,1024,1,1,5000000,edf,True,2,0.7,target,0,0,79.0
target_N1024_t1_r1_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r1_rate5000000_rm_trace_rep2,1024,1,1,5000000,rm,True,2,0.7,target,0,0,83.8
target_N1024_t1_r3_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r3_rate2500000_rr_trace_rep2,1024,1,3,2500000,rr,True,2,"0.85,0.95",target,0,0,93.6
target_N1024_t1_r3_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r3_rate2500000_edf_trace_rep2,1024,1,3,2500000,edf,True,2,"0.85,0.95",target,0,0,90.2
target_N1024_t1_r3_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t1_r3_rate2500000_rm_trace_rep2,1024,1,3,2500000,rm,True,2,"0.85,0.95",target,0,0,141.8
target_N1024_t2_r1_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate2500000_rr_trace_rep2,1024,2,1,2500000,rr,True,2,0.3,target,0,0,109.1
target_N1024_t2_r1_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate2500000_edf_trace_rep2,1024,2,1,2500000,edf,True,2,0.3,target,0,0,80.3
target_N1024_t2_r1_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate2500000_rm_trace_rep2,1024,2,1,2500000,rm,True,2,0.3,target,0,0,108.1
target_N1024_t2_r1_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate5000000_rr_trace_rep2,1024,2,1,5000000,rr,True,2,0.5,target,0,0,105.8
target_N1024_t2_r1_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate5000000_edf_trace_rep2,1024,2,1,5000000,edf,True,2,0.5,target,0,0,82.8
target_N1024_t2_r1_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r1_rate5000000_rm_trace_rep2,1024,2,1,5000000,rm,True,2,0.5,target,0,0,105.5
target_N1024_t2_r3_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r3_rate2500000_rr_trace_rep2,1024,2,3,2500000,rr,True,2,"0.7,0.85",target,0,0,129.2
target_N1024_t2_r3_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r3_rate2500000_edf_trace_rep2,1024,2,3,2500000,edf,True,2,"0.7,0.85",target,0,0,103.9
target_N1024_t2_r3_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r3_rate2500000_rm_trace_rep2,1024,2,3,2500000,rm,True,2,"0.7,0.85",target,0,0,124.8
target_N1024_t2_r4_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r4_rate2500000_rr_trace_rep2,1024,2,4,2500000,rr,True,2,0.95,target,0,0,134.4
target_N1024_t2_r4_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r4_rate2500000_edf_trace_rep2,1024,2,4,2500000,edf,True,2,0.95,target,0,0,121.0
target_N1024_t2_r4_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t2_r4_rate2500000_rm_trace_rep2,1024,2,4,2500000,rm,True,2,0.95,target,0,0,156.3
target_N1024_t6_r3_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate2500000_rr_trace_rep2,1024,6,3,2500000,rr,True,2,0.3,target,0,0,299.9
target_N1024_t6_r3_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate2500000_edf_trace_rep2,1024,6,3,2500000,edf,True,2,0.3,target,0,0,114.3
target_N1024_t6_r3_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate2500000_rm_trace_rep2,1024,6,3,2500000,rm,True,2,0.3,target,0,0,293.3
target_N1024_t6_r3_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate5000000_rr_trace_rep2,1024,6,3,5000000,rr,True,2,0.5,target,0,0,276.2
target_N1024_t6_r3_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate5000000_edf_trace_rep2,1024,6,3,5000000,edf,True,2,0.5,target,0,0,130.9
target_N1024_t6_r3_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r3_rate5000000_rm_trace_rep2,1024,6,3,5000000,rm,True,2,0.5,target,0,0,263.4
target_N1024_t6_r2_rate10000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r2_rate10000000_rr_trace_rep2,1024,6,2,10000000,rr,True,2,"0.7,0.85,0.95",target,0,0,221.0
target_N1024_t6_r2_rate10000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r2_rate10000000_edf_trace_rep2,1024,6,2,10000000,edf,True,2,"0.7,0.85,0.95",target,0,0,131.4
target_N1024_t6_r2_rate10000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N1024_t6_r2_rate10000000_rm_trace_rep2,1024,6,2,10000000,rm,True,2,"0.7,0.85,0.95",target,0,0,217.8
target_N2048_t1_r1_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate2500000_rr_trace_rep2,2048,1,1,2500000,rr,True,2,0.3,target,0,0,86.8
target_N2048_t1_r1_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate2500000_edf_trace_rep2,2048,1,1,2500000,edf,True,2,0.3,target,0,0,76.3
target_N2048_t1_r1_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate2500000_rm_trace_rep2,2048,1,1,2500000,rm,True,2,0.3,target,0,0,86.2
target_N2048_t1_r2_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r2_rate2500000_rr_trace_rep2,2048,1,2,2500000,rr,True,2,0.5,target,0,0,96.5
target_N2048_t1_r2_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r2_rate2500000_edf_trace_rep2,2048,1,2,2500000,edf,True,2,0.5,target,0,0,80.9
target_N2048_t1_r2_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r2_rate2500000_rm_trace_rep2,2048,1,2,2500000,rm,True,2,0.5,target,0,0,90.0
target_N2048_t1_r1_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate5000000_rr_trace_rep2,2048,1,1,5000000,rr,True,2,0.7,target,0,0,86.7
target_N2048_t1_r1_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate5000000_edf_trace_rep2,2048,1,1,5000000,edf,True,2,0.7,target,0,0,76.7
target_N2048_t1_r1_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r1_rate5000000_rm_trace_rep2,2048,1,1,5000000,rm,True,2,0.7,target,0,0,85.4
target_N2048_t1_r3_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r3_rate2500000_rr_trace_rep2,2048,1,3,2500000,rr,True,2,"0.85,0.95",target,0,0,85.4
target_N2048_t1_r3_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r3_rate2500000_edf_trace_rep2,2048,1,3,2500000,edf,True,2,"0.85,0.95",target,0,0,81.6
target_N2048_t1_r3_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t1_r3_rate2500000_rm_trace_rep2,2048,1,3,2500000,rm,True,2,"0.85,0.95",target,0,0,123.2
target_N2048_t2_r1_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r1_rate2500000_rr_trace_rep2,2048,2,1,2500000,rr,True,2,0.3,target,0,0,108.0
target_N2048_t2_r1_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r1_rate2500000_edf_trace_rep2,2048,2,1,2500000,edf,True,2,0.3,target,0,0,79.3
target_N2048_t2_r1_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r1_rate2500000_rm_trace_rep2,2048,2,1,2500000,rm,True,2,0.3,target,0,0,107.4
target_N2048_t2_r2_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate2500000_rr_trace_rep2,2048,2,2,2500000,rr,True,2,0.5,target,0,0,121.4
target_N2048_t2_r2_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate2500000_edf_trace_rep2,2048,2,2,2500000,edf,True,2,0.5,target,0,0,89.6
target_N2048_t2_r2_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate2500000_rm_trace_rep2,2048,2,2,2500000,rm,True,2,0.5,target,0,0,120.0
target_N2048_t2_r3_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r3_rate2500000_rr_trace_rep2,2048,2,3,2500000,rr,True,2,"0.7,0.85",target,0,0,131.8
target_N2048_t2_r3_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r3_rate2500000_edf_trace_rep2,2048,2,3,2500000,edf,True,2,"0.7,0.85",target,0,0,96.5
target_N2048_t2_r3_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r3_rate2500000_rm_trace_rep2,2048,2,3,2500000,rm,True,2,"0.7,0.85",target,0,0,125.4
target_N2048_t2_r2_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate5000000_rr_trace_rep2,2048,2,2,5000000,rr,True,2,0.95,target,0,0,106.9
target_N2048_t2_r2_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate5000000_edf_trace_rep2,2048,2,2,5000000,edf,True,2,0.95,target,0,0,102.6
target_N2048_t2_r2_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t2_r2_rate5000000_rm_trace_rep2,2048,2,2,5000000,rm,True,2,0.95,target,0,0,117.9
target_N2048_t6_r3_rate2500000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate2500000_rr_trace_rep2,2048,6,3,2500000,rr,True,2,0.3,target,0,0,296.6
target_N2048_t6_r3_rate2500000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate2500000_edf_trace_rep2,2048,6,3,2500000,edf,True,2,0.3,target,0,0,110.3
target_N2048_t6_r3_rate2500000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate2500000_rm_trace_rep2,2048,6,3,2500000,rm,True,2,0.3,target,0,0,294.7
target_N2048_t6_r3_rate5000000_rr_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate5000000_rr_trace_rep2,2048,6,3,5000000,rr,True,2,0.5,target,0,0,272.8
target_N2048_t6_r3_rate5000000_edf_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate5000000_edf_trace_rep2,2048,6,3,5000000,edf,True,2,0.5,target,0,0,119.7
target_N2048_t6_r3_rate5000000_rm_trace_rep2,data/rt_300_300_102934_QPSK_1_2_s1/runs4/sweep-x86-8core/target_N2048_t6_r3_rate5000000_rm_trace_rep2,2048,6,3,5000000,rm,True,2,0.5,target,0,0,276.2
